"Date";"BOUCLE DU MOUHOUN";"CASCADES";"CENTRE";"CENTRE EST";"CENTRE NORD";"CENTRE OUEST";"CENTRE SUD";"EST";"HAUTS BASSINS";"NORD";"PLATEAU CENTRAL";"SAHEL";"SUD OUEST"
"2015-02-23";"0,00";"0,58";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,39"
"2015-02-24";"0,00";"0,30";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,33"
"2015-02-25";"0,00";"0,69";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,40"
"2015-02-26";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,02"
"2015-02-27";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01"
"2015-02-28";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2015-03-01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2015-03-02";"0,00";"0,83";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,02";"0,00";"0,00";"0,00";"0,58"
"2015-03-03";"0,00";"3,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,09";"0,00";"0,00";"0,00";"2,19"
"2015-03-04";"0,00";"0,07";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,05"
"2015-03-05";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2015-03-06";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2015-03-07";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2015-03-08";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2015-03-09";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2015-03-10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2015-03-11";"0,02";"0,32";"0,00";"0,00";"0,00";"0,02";"0,00";"0,00";"0,20";"0,00";"0,00";"0,00";"0,26"
"2015-03-12";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2015-03-13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2015-03-14";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2015-03-15";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2015-03-16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2015-03-17";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2015-03-18";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2015-03-19";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2015-03-20";"0,00";"0,00";"0,03";"0,47";"0,00";"0,02";"0,26";"0,18";"0,00";"0,00";"0,06";"0,00";"0,00"
"2015-03-21";"0,02";"1,70";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,81";"0,00";"0,00";"0,00";"0,21"
"2015-03-22";"0,01";"0,66";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,33";"0,00";"0,00";"0,00";"0,00"
"2015-03-23";"0,00";"0,35";"0,00";"0,21";"0,00";"0,00";"0,00";"0,62";"0,01";"0,00";"0,00";"0,00";"0,26"
"2015-03-24";"0,00";"0,54";"0,11";"1,24";"0,02";"0,07";"0,72";"0,35";"0,02";"0,00";"0,18";"0,00";"0,79"
"2015-03-25";"0,02";"0,00";"0,70";"7,04";"0,11";"0,53";"4,28";"1,52";"0,02";"0,00";"1,08";"0,00";"0,16"
"2015-03-26";"0,43";"0,07";"1,31";"2,76";"0,07";"3,70";"4,49";"0,48";"0,37";"0,06";"0,89";"0,00";"2,83"
"2015-03-27";"0,25";"12,32";"0,00";"0,00";"0,00";"0,04";"0,00";"0,01";"6,85";"0,00";"0,00";"0,00";"0,34"
"2015-03-28";"0,00";"2,43";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,11";"0,00";"0,00";"0,00";"1,09"
"2015-03-29";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2015-03-30";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,37"
"2015-03-31";"1,03";"4,20";"0,46";"1,04";"0,17";"0,77";"0,75";"0,24";"3,95";"0,24";"0,42";"0,03";"3,91"
"2015-04-01";"0,39";"5,55";"0,61";"0,29";"0,02";"1,87";"1,57";"0,00";"1,20";"0,04";"0,31";"0,00";"6,08"
"2015-04-02";"0,00";"0,08";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2015-04-03";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2015-04-04";"0,00";"0,00";"0,00";"0,04";"0,00";"0,00";"0,00";"0,16";"0,00";"0,00";"0,00";"0,00";"0,00"
"2015-04-05";"0,00";"0,00";"0,00";"0,03";"0,00";"0,00";"0,00";"0,11";"0,00";"0,00";"0,00";"0,00";"0,00"
"2015-04-06";"0,00";"0,00";"0,04";"0,33";"0,01";"0,02";"0,19";"0,08";"0,00";"0,00";"0,06";"0,00";"0,00"
"2015-04-07";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2015-04-08";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2015-04-09";"0,00";"0,26";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,14"
"2015-04-10";"0,00";"0,02";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,92"
"2015-04-11";"0,00";"0,04";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,01";"0,00";"0,00";"0,00";"1,83"
"2015-04-12";"0,00";"0,12";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2015-04-13";"0,00";"2,34";"0,00";"0,27";"0,00";"0,00";"0,01";"1,15";"0,12";"0,00";"0,00";"0,00";"2,18"
"2015-04-14";"2,71";"17,93";"0,00";"0,00";"0,00";"1,33";"0,00";"0,00";"10,99";"0,04";"0,00";"0,00";"14,02"
"2015-04-15";"2,37";"11,72";"0,42";"1,08";"0,49";"1,38";"0,66";"0,75";"9,27";"0,05";"0,61";"0,25";"10,14"
"2015-04-16";"0,00";"0,18";"0,10";"0,79";"0,02";"0,04";"0,43";"0,21";"0,01";"0,00";"0,15";"0,00";"0,28"
"2015-04-17";"1,22";"4,96";"1,60";"2,63";"0,11";"3,61";"4,01";"0,66";"2,62";"0,20";"1,09";"0,00";"4,67"
"2015-04-18";"3,21";"13,94";"2,68";"5,40";"0,78";"5,21";"5,92";"1,83";"7,14";"0,65";"2,29";"0,24";"13,83"
"2015-04-19";"0,90";"3,00";"1,61";"0,60";"0,49";"2,86";"2,31";"0,26";"0,77";"0,63";"1,05";"0,13";"4,47"
"2015-04-20";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2015-04-21";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2015-04-22";"0,40";"0,21";"1,22";"0,49";"0,05";"3,00";"2,54";"0,00";"0,31";"0,08";"0,64";"0,00";"2,04"
"2015-04-23";"0,38";"4,12";"0,88";"0,35";"0,04";"2,15";"1,81";"0,00";"3,13";"0,06";"0,46";"0,00";"1,53"
"2015-04-24";"1,99";"13,57";"0,00";"0,00";"0,00";"0,91";"0,00";"0,00";"10,91";"0,03";"0,00";"0,00";"7,00"
"2015-04-25";"0,00";"1,47";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,06";"0,00";"0,00";"0,00";"0,10"
"2015-04-26";"0,00";"0,03";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2015-04-27";"0,00";"1,06";"0,04";"0,30";"0,01";"0,01";"0,17";"0,09";"0,06";"0,00";"0,06";"0,00";"0,73"
"2015-04-28";"0,00";"0,03";"0,97";"7,44";"0,21";"0,36";"4,04";"2,16";"0,00";"0,00";"1,50";"0,00";"1,17"
"2015-04-29";"0,00";"1,40";"0,97";"7,93";"0,21";"0,37";"4,06";"4,37";"0,08";"0,00";"1,50";"0,00";"4,17"
"2015-04-30";"0,06";"0,77";"0,00";"0,00";"0,00";"0,02";"0,00";"0,00";"0,25";"0,00";"0,00";"0,00";"0,56"
"2015-05-01";"0,02";"0,98";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,71";"0,00";"0,00";"0,00";"0,00"
"2015-05-02";"0,03";"1,19";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,86";"0,00";"0,00";"0,00";"0,00"
"2015-05-03";"0,01";"0,11";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,03";"0,00";"0,00";"0,00";"0,04"
"2015-05-04";"0,04";"0,00";"0,07";"0,03";"0,07";"0,17";"0,14";"0,00";"0,06";"0,17";"0,04";"0,12";"0,11"
"2015-05-05";"0,32";"1,64";"1,19";"0,95";"0,74";"1,95";"1,85";"0,68";"0,46";"0,08";"1,07";"0,35";"2,07"
"2015-05-06";"0,14";"1,44";"0,75";"0,83";"0,80";"0,79";"0,93";"0,76";"0,51";"0,05";"0,88";"0,39";"0,96"
"2015-05-07";"1,83";"7,66";"2,03";"9,38";"0,31";"3,10";"6,47";"2,91";"6,05";"0,09";"2,30";"0,03";"7,74"
"2015-05-08";"0,99";"3,89";"1,89";"8,79";"0,51";"2,48";"5,57";"20,62";"3,14";"0,08";"2,17";"2,39";"4,23"
"2015-05-09";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,03";"0,00";"0,00";"0,00"
"2015-05-10";"0,38";"0,52";"0,00";"0,03";"0,00";"0,06";"0,01";"0,13";"0,15";"0,07";"0,00";"0,00";"0,70"
"2015-05-11";"8,87";"1,28";"0,00";"0,02";"0,00";"1,47";"0,00";"0,11";"3,74";"1,63";"0,01";"0,00";"1,10"
"2015-05-12";"0,36";"1,44";"0,00";"0,07";"0,00";"0,17";"0,00";"0,41";"1,33";"0,01";"0,00";"0,00";"1,11"
"2015-05-13";"1,36";"5,02";"0,54";"2,88";"0,35";"1,05";"1,32";"5,10";"4,84";"0,04";"0,70";"0,17";"4,88"
"2015-05-14";"4,62";"17,37";"1,22";"0,46";"0,17";"4,61";"2,36";"0,01";"13,86";"0,40";"0,65";"0,32";"16,90"
"2015-05-15";"1,28";"0,37";"3,44";"0,65";"3,90";"2,25";"1,39";"3,38";"0,13";"3,91";"2,77";"6,80";"0,68"
"2015-05-16";"42,99";"22,42";"50,07";"56,98";"43,46";"34,13";"42,50";"40,49";"29,17";"42,41";"51,36";"24,08";"8,89"
"2015-05-17";"1,26";"9,59";"0,89";"0,34";"0,04";"2,48";"1,71";"0,00";"4,83";"0,08";"0,48";"0,00";"7,67"
"2015-05-18";"2,85";"10,98";"0,22";"1,66";"0,23";"1,38";"0,88";"0,83";"10,49";"0,08";"0,35";"0,72";"10,39"
"2015-05-19";"2,61";"9,22";"2,03";"0,90";"0,26";"5,44";"3,87";"0,73";"7,89";"0,81";"1,09";"0,52";"9,61"
"2015-05-20";"2,06";"4,41";"3,30";"3,72";"0,28";"7,50";"6,77";"4,67";"5,27";"0,44";"2,03";"0,18";"7,17"
"2015-05-21";"1,42";"0,20";"3,82";"0,37";"2,42";"2,60";"1,48";"0,04";"0,24";"4,09";"2,99";"0,59";"0,02"
"2015-05-22";"10,90";"22,57";"15,26";"3,17";"7,60";"19,77";"12,72";"2,82";"21,06";"12,13";"11,12";"2,76";"25,27"
"2015-05-23";"0,68";"4,99";"1,96";"0,74";"0,14";"4,47";"3,71";"0,01";"1,06";"0,34";"1,06";"0,09";"6,25"
"2015-05-24";"3,20";"0,68";"0,87";"0,70";"1,25";"1,80";"1,30";"0,77";"1,01";"2,84";"0,79";"1,58";"0,91"
"2015-05-25";"6,41";"4,45";"2,29";"1,18";"0,97";"4,03";"2,13";"3,93";"5,58";"2,51";"1,61";"0,20";"5,32"
"2015-05-26";"0,02";"2,40";"0,47";"3,90";"0,26";"0,17";"1,84";"3,38";"0,14";"0,37";"0,74";"0,28";"3,69"
"2015-05-27";"1,99";"11,88";"1,07";"4,97";"0,29";"2,00";"3,29";"1,86";"6,90";"0,36";"1,26";"0,22";"11,85"
"2015-05-28";"0,04";"2,49";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"1,17";"0,00";"0,00";"0,01";"0,26"
"2015-05-29";"0,03";"0,00";"0,00";"0,02";"0,10";"0,00";"0,00";"0,26";"0,00";"0,34";"0,00";"0,24";"0,00"
"2015-05-30";"0,54";"1,08";"0,27";"0,38";"0,23";"0,77";"0,50";"1,80";"1,32";"0,88";"0,15";"0,46";"1,34"
"2015-05-31";"2,97";"0,91";"18,73";"31,37";"25,35";"10,87";"20,08";"47,38";"1,86";"4,92";"25,28";"17,19";"5,54"
"2015-06-01";"0,65";"3,39";"0,00";"0,00";"0,04";"0,28";"0,00";"0,00";"2,29";"0,10";"0,00";"0,07";"2,36"
"2015-06-02";"0,06";"1,79";"0,00";"0,07";"0,40";"0,00";"0,00";"0,47";"0,24";"0,30";"0,00";"1,42";"0,90"
"2015-06-03";"2,64";"3,53";"4,72";"1,78";"1,89";"7,15";"5,34";"2,75";"4,05";"2,95";"3,27";"1,04";"5,20"
"2015-06-04";"5,60";"25,26";"6,96";"5,41";"1,01";"15,42";"13,15";"1,49";"20,89";"0,97";"4,54";"0,56";"20,89"
"2015-06-05";"0,10";"4,37";"0,33";"0,53";"0,87";"0,02";"0,21";"0,80";"2,34";"0,20";"0,58";"1,39";"0,53"
"2015-06-06";"2,42";"3,75";"2,43";"0,34";"7,18";"2,11";"0,94";"0,60";"4,61";"3,77";"2,09";"23,26";"3,83"
"2015-06-07";"27,57";"2,53";"31,46";"13,43";"33,03";"20,71";"14,34";"17,44";"8,45";"43,09";"31,51";"16,75";"3,42"
"2015-06-08";"11,12";"20,15";"9,38";"7,55";"8,32";"11,61";"9,55";"6,38";"22,06";"8,85";"9,01";"5,31";"15,74"
"2015-06-09";"13,84";"7,77";"3,00";"11,92";"1,16";"3,98";"7,08";"4,06";"8,70";"4,94";"3,68";"0,18";"5,75"
"2015-06-10";"0,00";"0,08";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,16"
"2015-06-11";"0,00";"0,09";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,07";"0,00";"0,00";"0,00";"0,00"
"2015-06-12";"0,46";"5,42";"0,21";"0,08";"0,05";"0,59";"0,38";"0,04";"2,76";"0,13";"0,12";"0,10";"3,44"
"2015-06-13";"0,83";"3,61";"1,56";"0,55";"0,16";"3,42";"2,72";"0,04";"1,43";"0,36";"0,89";"0,17";"3,87"
"2015-06-14";"7,90";"5,44";"16,00";"5,21";"10,23";"15,93";"11,62";"7,09";"5,25";"16,20";"13,02";"5,29";"8,34"
"2015-06-15";"39,45";"13,64";"41,18";"11,78";"42,88";"32,08";"20,23";"9,72";"16,39";"72,22";"37,42";"34,78";"11,50"
"2015-06-16";"0,37";"3,70";"0,85";"0,32";"0,05";"1,78";"1,47";"0,13";"2,18";"0,11";"0,49";"0,03";"2,40"
"2015-06-17";"0,09";"5,25";"0,03";"0,21";"0,01";"0,01";"0,11";"0,07";"2,46";"0,00";"0,05";"0,00";"1,52"
"2015-06-18";"0,15";"6,27";"0,04";"0,32";"0,01";"0,08";"0,14";"0,49";"0,81";"0,00";"0,06";"0,00";"4,68"
"2015-06-19";"2,58";"10,49";"0,51";"0,28";"0,03";"1,97";"0,87";"0,64";"8,37";"0,09";"0,30";"0,00";"8,63"
"2015-06-20";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00"
"2015-06-21";"0,93";"0,08";"2,77";"1,02";"0,16";"5,64";"4,65";"2,87";"0,59";"0,26";"1,60";"0,56";"3,12"
"2015-06-22";"2,49";"6,08";"4,93";"8,41";"1,31";"7,76";"9,15";"6,70";"4,52";"0,99";"4,23";"0,82";"8,48"
"2015-06-23";"0,05";"1,72";"0,00";"0,00";"0,17";"0,00";"0,00";"0,00";"0,09";"0,56";"0,00";"0,50";"0,49"
"2015-06-24";"5,64";"0,59";"2,67";"0,30";"3,20";"2,31";"0,98";"0,52";"1,89";"8,02";"2,34";"3,27";"0,82"
"2015-06-25";"0,79";"2,34";"0,05";"0,32";"0,01";"0,31";"0,16";"0,11";"2,46";"0,01";"0,08";"0,00";"1,96"
"2015-06-26";"0,35";"3,32";"1,00";"6,80";"0,32";"0,43";"3,36";"3,53";"1,22";"0,01";"1,61";"0,19";"3,32"
"2015-06-27";"0,85";"6,24";"3,39";"7,17";"0,85";"4,86";"6,98";"2,54";"1,08";"0,27";"3,14";"0,30";"6,55"
"2015-06-28";"0,08";"0,43";"0,25";"0,08";"0,04";"0,49";"0,41";"0,00";"0,07";"0,02";"0,14";"0,14";"0,72"
"2015-06-29";"0,08";"0,00";"0,00";"0,38";"0,00";"0,00";"0,00";"2,31";"0,00";"0,37";"0,00";"0,02";"0,00"
"2015-06-30";"10,51";"8,09";"1,36";"8,68";"0,35";"2,80";"4,20";"10,91";"12,95";"2,62";"2,02";"0,69";"7,95"
"2015-07-01";"4,31";"13,63";"2,64";"1,55";"0,18";"6,27";"4,48";"0,25";"12,43";"0,31";"1,65";"0,00";"12,67"
"2015-07-02";"6,99";"0,18";"0,04";"0,07";"0,12";"0,83";"0,03";"0,10";"1,66";"1,51";"0,09";"0,08";"0,66"
"2015-07-03";"8,62";"5,22";"2,01";"2,91";"1,53";"2,12";"1,87";"2,16";"6,47";"3,95";"2,07";"0,50";"0,49"
"2015-07-04";"2,46";"9,66";"0,35";"0,12";"0,33";"1,50";"0,57";"0,07";"9,13";"0,87";"0,21";"0,81";"4,92"
